FacID,state_zip,lat,lon,deaths_coef_2,deaths_coef_2_all
47,Georgia,34.7439,-87.8486,159.6578509,3329.240487
47,Iowa,34.7439,-87.8486,15.72000533,3329.240487
47,Idaho,34.7439,-87.8486,0.007289795,3329.240487
47,Illinois,34.7439,-87.8486,192.5630436,3329.240487
47,Indiana,34.7439,-87.8486,147.8934028,3329.240487
47,Kansas,34.7439,-87.8486,10.43246521,3329.240487
47,Kentucky,34.7439,-87.8486,128.4456494,3329.240487
47,Louisiana,34.7439,-87.8486,94.18988882,3329.240487
47,Massachusetts,34.7439,-87.8486,49.55452383,3329.240487
47,Maryland,34.7439,-87.8486,63.55629932,3329.240487
47,Maine,34.7439,-87.8486,9.006551269,3329.240487
47,Michigan,34.7439,-87.8486,113.48039,3329.240487
47,Minnesota,34.7439,-87.8486,11.9829437,3329.240487
47,Missouri,34.7439,-87.8486,94.47800299,3329.240487
47,Mississippi,34.7439,-87.8486,245.0269685,3329.240487
47,Montana,34.7439,-87.8486,0.013206792,3329.240487
47,North Carolina,34.7439,-87.8486,147.9131145,3329.240487
47,North Dakota,34.7439,-87.8486,0.428563503,3329.240487
47,Nebraska,34.7439,-87.8486,3.588707451,3329.240487
47,New Hampshire,34.7439,-87.8486,8.699220307,3329.240487
47,New Jersey,34.7439,-87.8486,82.71749185,3329.240487
47,New Mexico,34.7439,-87.8486,0.353296195,3329.240487
47,Nevada,34.7439,-87.8486,0.00393061,3329.240487
47,New York,34.7439,-87.8486,162.2003057,3329.240487
47,Ohio,34.7439,-87.8486,200.8089838,3329.240487
47,Oklahoma,34.7439,-87.8486,21.63198439,3329.240487
47,Oregon,34.7439,-87.8486,1.37e-05,3329.240487
47,Pennsylvania,34.7439,-87.8486,185.5145468,3329.240487
47,Rhode Island,34.7439,-87.8486,9.014000255,3329.240487
47,South Carolina,34.7439,-87.8486,73.60833329,3329.240487
47,South Dakota,34.7439,-87.8486,0.991908177,3329.240487
47,Tennessee,34.7439,-87.8486,332.9332263,3329.240487
47,Texas,34.7439,-87.8486,114.8002637,3329.240487
47,Utah,34.7439,-87.8486,0.022820271,3329.240487
47,Virginia,34.7439,-87.8486,100.8211474,3329.240487
47,Vermont,34.7439,-87.8486,4.56596488,3329.240487
47,Washington,34.7439,-87.8486,0.010258807,3329.240487
47,Wisconsin,34.7439,-87.8486,42.5667519,3329.240487
47,West Virginia,34.7439,-87.8486,39.58439736,3329.240487
47,Wyoming,34.7439,-87.8486,0.012259065,3329.240487
50,Alabama,34.8825,-85.7547,337.3186532,2508.96987
50,Arkansas,34.8825,-85.7547,25.13787479,2508.96987
50,Arizona,34.8825,-85.7547,0.026498712,2508.96987
50,California,34.8825,-85.7547,0.021756206,2508.96987
50,Colorado,34.8825,-85.7547,0.183911653,2508.96987
50,Connecticut,34.8825,-85.7547,26.35851874,2508.96987
50,DC,34.8825,-85.7547,6.345184853,2508.96987
50,Delaware,34.8825,-85.7547,7.87994773,2508.96987
50,Florida,34.8825,-85.7547,100.938388,2508.96987
50,Georgia,34.8825,-85.7547,185.4910733,2508.96987
50,Iowa,34.8825,-85.7547,7.991557033,2508.96987
50,Idaho,34.8825,-85.7547,0.003748496,2508.96987
50,Illinois,34.8825,-85.7547,92.13828181,2508.96987
50,Indiana,34.8825,-85.7547,86.22373132,2508.96987
50,Kansas,34.8825,-85.7547,4.964042494,2508.96987
50,Kentucky,34.8825,-85.7547,95.37562866,2508.96987
50,Louisiana,34.8825,-85.7547,37.26738624,2508.96987
50,Massachusetts,34.8825,-85.7547,41.24067239,2508.96987
50,Maryland,34.8825,-85.7547,56.44602622,2508.96987
50,Maine,34.8825,-85.7547,6.895768457,2508.96987
50,Michigan,34.8825,-85.7547,74.04102036,2508.96987
50,Minnesota,34.8825,-85.7547,6.124620177,2508.96987
50,Missouri,34.8825,-85.7547,39.14153335,2508.96987
50,Mississippi,34.8825,-85.7547,63.48841928,2508.96987
50,Montana,34.8825,-85.7547,0.009152118,2508.96987
50,North Carolina,34.8825,-85.7547,145.0556577,2508.96987
50,North Dakota,34.8825,-85.7547,0.238046003,2508.96987
50,Nebraska,34.8825,-85.7547,1.652433969,2508.96987
50,New Hampshire,34.8825,-85.7547,6.853449941,2508.96987
50,New Jersey,34.8825,-85.7547,71.74234932,2508.96987
50,New Mexico,34.8825,-85.7547,0.169637228,2508.96987
50,Nevada,34.8825,-85.7547,0.00026997,2508.96987
50,New York,34.8825,-85.7547,133.366815,2508.96987
50,Ohio,34.8825,-85.7547,152.3935564,2508.96987
50,Oklahoma,34.8825,-85.7547,10.6464547,2508.96987
50,Oregon,34.8825,-85.7547,4.05e-05,2508.96987
50,Pennsylvania,34.8825,-85.7547,156.2081341,2508.96987
50,Rhode Island,34.8825,-85.7547,7.66909926,2508.96987
50,South Carolina,34.8825,-85.7547,75.75740358,2508.96987
50,South Dakota,34.8825,-85.7547,0.474276859,2508.96987
50,Tennessee,34.8825,-85.7547,242.0030725,2508.96987
50,Texas,34.8825,-85.7547,48.91290453,2508.96987
50,Utah,34.8825,-85.7547,0.013160092,2508.96987
50,Virginia,34.8825,-85.7547,94.2945612,2508.96987
