,state_zip,FacID,FacID.1,Facility.Latitude,Facility.Longitude,state_facility,deaths_coef_2,deaths_coef_1,deaths_coef_3,deaths_coef_2_all,deaths_coef_1_all,deaths_coef_3_all
12986,Arizona,3179,3179,39.8562,-79.9274,Pennsylvania,0.0008034411028626,0.0007287686912397,0.0008781135171849,6659.425673976514,6040.344614998894,7278.537303624678
12987,Arkansas,3179,3179,39.8562,-79.9274,Pennsylvania,10.2539656324997,9.300943916901108,11.206989512124816,6659.425673976514,6040.344614998894,7278.537303624678
12988,California,3179,3179,39.8562,-79.9274,Pennsylvania,0.0003713965660351,0.000336878694137,0.0004059144382086,6659.425673976514,6040.344614998894,7278.537303624678
12989,Colorado,3179,3179,39.8562,-79.9274,Pennsylvania,0.0828939604387641,0.0751897325075071,0.0905981887622757,6659.425673976514,6040.344614998894,7278.537303624678
12990,Connecticut,3179,3179,39.8562,-79.9274,Pennsylvania,134.39446206389042,121.90263099895894,146.88652067406505,6659.425673976514,6040.344614998894,7278.537303624678
12991,DC,3179,3179,39.8562,-79.9274,Pennsylvania,44.64327878193175,40.493218029554114,48.79352018640236,6659.425673976514,6040.344614998894,7278.537303624678
12992,Delaware,3179,3179,39.8562,-79.9274,Pennsylvania,42.63699066205744,38.6737609452352,46.60032618419203,6659.425673976514,6040.344614998894,7278.537303624678
12993,Florida,3179,3179,39.8562,-79.9274,Pennsylvania,72.0264686677953,65.33220212443511,78.72075021858586,6659.425673976514,6040.344614998894,7278.537303624678
12994,Georgia,3179,3179,39.8562,-79.9274,Pennsylvania,81.65609136223526,74.06664377527031,89.2455942845864,6659.425673976514,6040.344614998894,7278.537303624678
12995,Idaho,3179,3179,39.8562,-79.9274,Pennsylvania,0.0036188738545487,0.0032825329913417,0.0039552147274523,6659.425673976514,6040.344614998894,7278.537303624678
12996,Illinois,3179,3179,39.8562,-79.9274,Pennsylvania,91.78453878176154,83.25381743059177,100.31530078721472,6659.425673976514,6040.344614998894,7278.537303624678
12997,Indiana,3179,3179,39.8562,-79.9274,Pennsylvania,114.77511357302804,104.10731668812184,125.44301556468449,6659.425673976514,6040.344614998894,7278.537303624678
12998,Iowa,3179,3179,39.8562,-79.9274,Pennsylvania,5.966680400192633,5.412129185421675,6.521232336701871,6659.425673976514,6040.344614998894,7278.537303624678
12999,Kansas,3179,3179,39.8562,-79.9274,Pennsylvania,3.5176443377741364,3.190710039041388,3.844579011583469,6659.425673976514,6040.344614998894,7278.537303624678
13000,Kentucky,3179,3179,39.8562,-79.9274,Pennsylvania,91.34563710867197,82.85537745985829,99.8360050732606,6659.425673976514,6040.344614998894,7278.537303624678
13001,Louisiana,3179,3179,39.8562,-79.9274,Pennsylvania,10.57117404191578,9.588673998654071,11.55367558181025,6659.425673976514,6040.344614998894,7278.537303624678
13002,Maine,3179,3179,39.8562,-79.9274,Pennsylvania,29.746744331370444,26.98192457829119,32.51159181580948,6659.425673976514,6040.344614998894,7278.537303624678
13003,Maryland,3179,3179,39.8562,-79.9274,Pennsylvania,421.344238070895,382.1732918959081,460.5174188743184,6659.425673976514,6040.344614998894,7278.537303624678
13004,Massachusetts,3179,3179,39.8562,-79.9274,Pennsylvania,195.7652544783733,177.5693980291246,213.9613750536037,6659.425673976514,6040.344614998894,7278.537303624678
